"REF_DATE","GEO","DGUID","Culture, recreation and sports facilities","Overall physical condition of assets","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Nova Scotia","2016A000212","Outdoor speciality areas","Poor","Percentage","242","units","0","v1234816909","4.34.2","2.6","A","","","1"
"2020","Nova Scotia","2016A000212","Outdoor speciality areas","Fair","Percentage","242","units","0","v1234816907","4.34.3","12.9","A","","","1"
"2020","Nova Scotia","2016A000212","Outdoor speciality areas","Good","Percentage","242","units","0","v1234816908","4.34.4","51.9","B","","","1"
"2020","Nova Scotia","2016A000212","Outdoor speciality areas","Very good","Percentage","242","units","0","v1234816910","4.34.5","27.5","B","","","1"
"2020","Nova Scotia","2016A000212","Outdoor speciality areas","Physical condition unknown","Percentage","242","units","0","v1234816906","4.34.6","5.0","A","","","1"
"2020","Nova Scotia","2016A000212","Playgrounds","Very poor","Percentage","242","units","0","v1234816893","4.35.1","0.6","A","","","1"
"2020","Nova Scotia","2016A000212","Playgrounds","Poor","Percentage","242","units","0","v1234816891","4.35.2","1.5","A","","","1"
"2020","Nova Scotia","2016A000212","Playgrounds","Fair","Percentage","242","units","0","v1234816889","4.35.3","17.3","A","","","1"
"2020","Nova Scotia","2016A000212","Playgrounds","Good","Percentage","242","units","0","v1234816890","4.35.4","63.6","B","","","1"
"2020","Nova Scotia","2016A000212","Playgrounds","Very good","Percentage","242","units","0","v1234816892","4.35.5","15.5","A","","","1"
"2020","Nova Scotia","2016A000212","Playgrounds","Physical condition unknown","Percentage","242","units","0","v1234816888","4.35.6","1.4","A","","","1"
"2020","Nova Scotia","2016A000212","Outdoor tennis and/or pickleball courts","Very poor","Percentage","242","units","0","v1001730406","4.23.1","7.1","A","","","1"
"2020","Nova Scotia","2016A000212","Outdoor tennis and/or pickleball courts","Poor","Percentage","242","units","0","v1001730420","4.23.2","8.9","A","","","1"
"2020","Nova Scotia","2016A000212","Outdoor tennis and/or pickleball courts","Fair","Percentage","242","units","0","v1001730434","4.23.3","17.1","B","","","1"
"2020","Nova Scotia","2016A000212","Outdoor tennis and/or pickleball courts","Good","Percentage","242","units","0","v1001730448","4.23.4","52.0","A","","","1"
"2020","Nova Scotia","2016A000212","Outdoor tennis and/or pickleball courts","Very good","Percentage","242","units","0","v1001730462","4.23.5","14.9","A","","","1"
"2020","Nova Scotia","2016A000212","Outdoor tennis and/or pickleball courts","Physical condition unknown","Percentage","242","units","0","v1001730476","4.23.6","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Ball diamonds","Very poor","Percentage","242","units","0","v1234816851","4.36.1","1.7","A","","","1"
"2020","Nova Scotia","2016A000212","Ball diamonds","Poor","Percentage","242","units","0","v1234816849","4.36.2","7.3","A","","","1"
"2020","Nova Scotia","2016A000212","Ball diamonds","Fair","Percentage","242","units","0","v1234816847","4.36.3","28.5","A","","","1"
"2020","Nova Scotia","2016A000212","Ball diamonds","Good","Percentage","242","units","0","v1234816848","4.36.4","34.3","B","","","1"
"2020","Nova Scotia","2016A000212","Ball diamonds","Very good","Percentage","242","units","0","v1234816850","4.36.5","28.0","A","","","1"
"2020","Nova Scotia","2016A000212","Ball diamonds","Physical condition unknown","Percentage","242","units","0","v1234816846","4.36.6","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Rectangular sports fields (natural turf)","Very poor","Percentage","242","units","0","v1234816863","4.37.1","7.5","A","","","1"
"2020","Nova Scotia","2016A000212","Rectangular sports fields (natural turf)","Poor","Percentage","242","units","0","v1234816861","4.37.2","0.8","A","","","1"
"2020","Nova Scotia","2016A000212","Rectangular sports fields (natural turf)","Fair","Percentage","242","units","0","v1234816859","4.37.3","27.8","B","","","1"
"2020","Nova Scotia","2016A000212","Rectangular sports fields (natural turf)","Good","Percentage","242","units","0","v1234816860","4.37.4","46.3","B","","","1"
"2020","Nova Scotia","2016A000212","Rectangular sports fields (natural turf)","Very good","Percentage","242","units","0","v1234816862","4.37.5","15.3","A","","","1"
"2020","Nova Scotia","2016A000212","Rectangular sports fields (natural turf)","Physical condition unknown","Percentage","242","units","0","v1234816858","4.37.6","2.3","A","","","1"
"2020","Nova Scotia","2016A000212","Artificial turf sports fields","Very poor","Percentage","242","units","0","v1234816857","4.38.1","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Artificial turf sports fields","Poor","Percentage","242","units","0","v1234816855","4.38.2","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Artificial turf sports fields","Fair","Percentage","242","units","0","v1234816853","4.38.3","40.4","D","","","1"
"2020","Nova Scotia","2016A000212","Artificial turf sports fields","Good","Percentage","242","units","0","v1234816854","4.38.4","39.5","D","","","1"
"2020","Nova Scotia","2016A000212","Artificial turf sports fields","Very good","Percentage","242","units","0","v1234816856","4.38.5","20.1","C","","","1"
"2020","Nova Scotia","2016A000212","Artificial turf sports fields","Physical condition unknown","Percentage","242","units","0","v1234816852","4.38.6","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Paved pathways (in kilometres)","Very poor","Percentage","242","units","0","v1234816887","4.39.1","6.4","A","","","1"
"2020","Nova Scotia","2016A000212","Paved pathways (in kilometres)","Poor","Percentage","242","units","0","v1234816885","4.39.2","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Paved pathways (in kilometres)","Fair","Percentage","242","units","0","v1234816883","4.39.3","29.7","B","","","1"
"2020","Nova Scotia","2016A000212","Paved pathways (in kilometres)","Good","Percentage","242","units","0","v1234816884","4.39.4","54.6","B","","","1"
"2020","Nova Scotia","2016A000212","Paved pathways (in kilometres)","Very good","Percentage","242","units","0","v1234816886","4.39.5","9.3","A","","","1"
"2020","Nova Scotia","2016A000212","Paved pathways (in kilometres)","Physical condition unknown","Percentage","242","units","0","v1234816882","4.39.6","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Trails (non-paved) (in kilometres)","Very poor","Percentage","242","units","0","v1234816935","4.40.1","0.0","A","","","1"
"2020","Nova Scotia","2016A000212","Trails (non-paved) (in kilometres)","Poor","Percentage","242","units","0","v1234816933","4.40.2","0.9","A","","","1"
"2020","Nova Scotia","2016A000212","Trails (non-paved) (in kilometres)","Fair","Percentage","242","units","0","v1234816931","4.40.3","25.1","B","","","1"
"2020","Nova Scotia","2016A000212","Trails (non-paved) (in kilometres)","Good","Percentage","242","units","0","v1234816932","4.40.4","51.9","B","","","1"
"2020","Nova Scotia","2016A000212","Trails (non-paved) (in kilometres)","Very good","Percentage","242","units","0","v1234816934","4.40.5","22.1","A","","","1"
"2020","Nova Scotia","2016A000212","Trails (non-paved) (in kilometres)","Physical condition unknown","Percentage","242","units","0","v1234816930","4.40.6","0.0","A","","","1"


